br_c,cop_c,zon_hlv,zon_mcls
A043757,A04,Z10,Z10001
A043758,A04,Z10,Z10001
A043759,A04,Z10,Z10001
A043760,A04,Z16,Z16006
A043761,A04,Z16,Z16006
A043762,A04,Z16,Z16006
A043763,A04,Z16,Z16006
A043764,A04,Z10,Z10041
A043765,A04,Z10,Z10041
A043766,A04,Z10,Z10041
A043767,A04,Z10,Z10041
A043768,A04,Z10,Z10041
A043769,A04,Z10,Z10041
A043770,A04,Z10,Z10041
A043771,A04,Z10,Z10041
A043772,A04,Z10,Z10041
A043773,A04,Z16,Z16016
A043774,A04,Z16,Z16016
A043775,A04,Z16,Z16016
A043776,A04,Z10,Z10041
A043777,A04,Z10,Z10041
A043778,A04,Z10,Z10041
A043779,A04,Z10,Z10041
A043780,A04,Z10,Z10041
A043781,A04,Z10,Z10041
A043782,A04,Z10,Z10041
A043783,A04,Z10,Z10041
A043784,A04,Z10,Z10041
A043785,A04,Z10,Z10041
A043786,A04,Z10,Z10041
A043787,A04,Z10,Z10041
A043788,A04,Z10,Z10041
A043789,A04,Z10,Z10041
A043790,A04,Z10,Z10041
A043791,A04,Z10,Z10041
A043792,A04,Z10,Z10041
A043793,A04,Z10,Z10041
A043794,A04,Z10,Z10041
A043795,A04,Z10,Z10041
A043796,A04,Z10,Z10041
A043797,A04,Z10,Z10041
A043798,A04,Z10,Z10041
A043799,A04,Z16,Z16016
A043800,A04,Z16,Z16016
A043801,A04,Z10,Z10041
A043802,A04,Z16,Z16016
A043803,A04,Z16,Z16016
A043804,A04,Z10,Z10030
A043805,A04,Z10,Z10030
A043806,A04,Z10,Z10030
A043807,A04,Z10,Z10030
A043808,A04,Z10,Z10030
A043809,A04,Z10,Z10030
A043810,A04,Z10,Z10030
A043811,A04,Z10,Z10030
A043812,A04,Z10,Z10030
A043813,A04,Z10,Z10030
A043814,A04,Z16,Z16012
A043815,A04,Z16,Z16012
A043816,A04,Z10,Z10030
A043817,A04,Z16,Z16012
A043818,A04,Z10,Z10030
A043819,A04,Z10,Z10030
A043820,A04,Z10,Z10030
A043821,A04,Z10,Z10030
A043822,A04,Z10,Z10030
A043823,A04,Z10,Z10030
A043824,A04,Z16,Z16012
A043825,A04,Z10,Z10030
A043826,A04,Z10,Z10030
A043827,A04,Z10,Z10030
A043828,A04,Z10,Z10012
A043829,A04,Z16,Z16012
A043830,A04,Z10,Z10012
A043831,A04,Z10,Z10012
A043832,A04,Z10,Z10012
A043833,A04,Z10,Z10012
A043834,A04,Z10,Z10012
A043835,A04,Z10,Z10012
A043836,A04,Z16,Z16004
A043837,A04,Z16,Z16004
A043838,A04,Z16,Z16004
A043839,A04,Z16,Z16004
A043840,A04,Z16,Z16004
A043841,A04,Z16,Z16004
A043842,A04,Z10,Z10034
A043843,A04,Z10,Z10034
A043844,A04,Z10,Z10034
A043845,A04,Z16,Z16005
A043846,A04,Z10,Z10045
A043847,A04,Z10,Z10045
A043848,A04,Z10,Z10045
A043849,A04,Z10,Z10045
A043850,A04,Z10,Z10045
A043851,A04,Z10,Z10045
A043852,A04,Z10,Z10045
A043853,A04,Z10,Z10045
A043854,A04,Z10,Z10045
A043855,A04,Z10,Z10045
A043856,A04,Z10,Z10045
A043857,A04,Z10,Z10045
A043858,A04,Z10,Z10045
A043859,A04,Z10,Z10045
A043860,A04,Z10,Z10045
A043861,A04,Z10,Z10045
A043862,A04,Z10,Z10045
A043863,A04,Z10,Z10045
A043864,A04,Z16,Z16005
A043865,A04,Z16,Z16015
A043866,A04,Z16,Z16015
A043867,A04,Z16,Z16015
A043868,A04,Z16,Z16014
A043869,A04,Z16,Z16014
A043870,A04,Z16,Z16014
A043871,A04,Z16,Z16011
A043872,A04,Z16,Z16011
A043873,A04,Z16,Z16011
A043874,A04,Z16,Z16010
A043875,A04,Z16,Z16010
A043876,A04,Z16,Z16010
A043877,A04,Z16,Z16010
A043878,A04,Z13,Z13004
A043879,A04,Z13,Z13004
A043880,A04,Z13,Z13004
A043881,A04,Z13,Z13004
A043882,A04,Z13,Z13004
A043883,A04,Z13,Z13004
A043884,A04,Z13,Z13004
A043885,A04,Z13,Z13004
A043886,A04,Z13,Z13004
A043887,A04,Z13,Z13004
A043888,A04,Z13,Z13004
A043889,A04,Z13,Z13004
A043890,A04,Z13,Z13004
A043891,A04,Z13,Z13004
A043892,A04,Z13,Z13004
A043893,A04,Z13,Z13004
A043894,A04,Z13,Z13004
A043895,A04,Z13,Z13004
A043896,A04,Z13,Z13004
A043897,A04,Z13,Z13004
A043898,A04,Z13,Z13004
A043899,A04,Z13,Z13004
A043900,A04,Z13,Z13004
A043901,A04,Z13,Z13004
A043902,A04,Z13,Z13004
A043903,A04,Z13,Z13004
A043904,A04,Z13,Z13004
A043905,A04,Z13,Z13004
A043906,A04,Z13,Z13004
A043907,A04,Z13,Z13004
A043908,A04,Z13,Z13004
A043909,A04,Z13,Z13004
A043910,A04,Z13,Z13003
A043911,A04,Z13,Z13003
A043912,A04,Z13,Z13003
A043913,A04,Z13,Z13003
A043914,A04,Z13,Z13003
A043915,A04,Z13,Z13003
A043916,A04,Z13,Z13003
A043917,A04,Z13,Z13003
A043918,A04,Z13,Z13003
A043919,A04,Z13,Z13003
A043920,A04,Z13,Z13003
A043921,A04,Z13,Z13003
A043922,A04,Z13,Z13003
A043923,A04,Z13,Z13003
A043924,A04,Z13,Z13003
A043925,A04,Z13,Z13005
A043926,A04,Z13,Z13005
A043927,A04,Z13,Z13005
A043928,A04,Z11,Z11024
A043929,A04,Z13,Z13005
A043930,A04,Z11,Z11024
A043931,A04,Z13,Z13005
A043932,A04,Z13,Z13005
A043933,A04,Z13,Z13005
A043934,A04,Z13,Z13005
A043935,A04,Z13,Z13005
A043936,A04,Z13,Z13005
A043937,A04,Z13,Z13005
A043938,A04,Z13,Z13005
A043939,A04,Z13,Z13005
A043940,A04,Z13,Z13005
A043941,A04,Z13,Z13005
A043942,A04,Z13,Z13005
A043943,A04,Z13,Z13005
A043944,A04,Z13,Z13005
A043945,A04,Z13,Z13005
A043946,A04,Z13,Z13005
A043947,A04,Z13,Z13005
A043948,A04,Z13,Z13005
A043949,A04,Z13,Z13005
A043950,A04,Z13,Z13002
A043951,A04,Z13,Z13002
A043952,A04,Z13,Z13002
A043953,A04,Z13,Z13002
A043954,A04,Z13,Z13002
A043955,A04,Z13,Z13002
A043956,A04,Z11,Z11013
A043957,A04,Z13,Z13002
A043958,A04,Z13,Z13002
A043959,A04,Z13,Z13002
A043960,A04,Z13,Z13002
A043961,A04,Z13,Z13002
A043962,A04,Z13,Z13002
A043963,A04,Z13,Z13002
A043964,A04,Z13,Z13002
A043965,A04,Z13,Z13002
A043966,A04,Z13,Z13002
A043967,A04,Z13,Z13002
A043968,A04,Z13,Z13002
A043969,A04,Z13,Z13002
A043970,A04,Z13,Z13002
A043971,A04,Z11,Z11007
A043972,A04,Z11,Z11007
A043973,A04,Z11,Z11007
A043974,A04,Z11,Z11010
A043975,A04,Z11,Z11010
A043976,A04,Z11,Z11010
A043977,A04,Z11,Z11010
A043978,A04,Z13,Z13001
A043979,A04,Z13,Z13001
A043980,A04,Z13,Z13001
A043981,A04,Z13,Z13001
A043982,A04,Z11,Z11010
A043983,A04,Z11,Z11010
A043984,A04,Z13,Z13001
A043985,A04,Z13,Z13001
A043986,A04,Z13,Z13001
A043987,A04,Z13,Z13001
A043988,A04,Z13,Z13001
A043989,A04,Z13,Z13001
A043990,A04,Z13,Z13001
A043991,A04,Z13,Z13001
A043992,A04,Z13,Z13001
A043993,A04,Z13,Z13001
A043994,A04,Z11,Z11010
A043995,A04,Z13,Z13001
A043996,A04,Z11,Z11010
A043997,A04,Z13,Z13001
A043998,A04,Z13,Z13001
A043999,A04,Z13,Z13001
A044000,A04,Z13,Z13001
A044001,A04,Z13,Z13001
A044002,A04,Z13,Z13001
A044003,A04,Z13,Z13001
A044004,A04,Z13,Z13001
A044005,A04,Z13,Z13001
A044006,A04,Z13,Z13001
A044007,A04,Z13,Z13001
A044008,A04,Z13,Z13001
A044009,A04,Z11,Z11004
A044010,A04,Z11,Z11004
A044011,A04,Z11,Z11004
A044012,A04,Z11,Z11004
A044013,A04,Z11,Z11004
A044014,A04,Z11,Z11004
A044015,A04,Z11,Z11004
A044016,A04,Z11,Z11004
A044017,A04,Z11,Z11004
A044018,A04,Z11,Z11004
A044019,A04,Z11,Z11004
A044020,A04,Z11,Z11004
A044021,A04,Z11,Z11004
A044022,A04,Z11,Z11004
A044023,A04,Z11,Z11004
A044024,A04,Z11,Z11004
A044025,A04,Z11,Z11004
A044026,A04,Z11,Z11004
A044027,A04,Z11,Z11004
A044028,A04,Z11,Z11004
A044029,A04,Z11,Z11004
A044030,A04,Z11,Z11004
A044031,A04,Z11,Z11018
A044032,A04,Z11,Z11018
A044033,A04,Z11,Z11018
A044034,A04,Z11,Z11018
A044035,A04,Z11,Z11018
A044036,A04,Z11,Z11018
A044037,A04,Z11,Z11016
A044038,A04,Z11,Z11016
A044039,A04,Z11,Z11016
A044040,A04,Z11,Z11016
A044041,A04,Z11,Z11016
A044042,A04,Z05,Z05014
A044043,A04,Z05,Z05014
A044044,A04,Z05,Z05014
A044045,A04,Z11,Z11018
A044046,A04,Z05,Z05014
A044047,A04,Z05,Z05014
A044048,A04,Z11,Z11017
A044049,A04,Z11,Z11017
A044050,A04,Z05,Z05017
A044051,A04,Z05,Z05017
A044052,A04,Z05,Z05017
A044053,A04,Z11,Z11019
A044054,A04,Z11,Z11019
A044055,A04,Z11,Z11019
A044056,A04,Z11,Z11019
A044057,A04,Z05,Z05003
A044058,A04,Z11,Z11019
A044059,A04,Z05,Z05003
A044060,A04,Z05,Z05003
A044061,A04,Z05,Z05003
A044062,A04,Z11,Z11019
A044063,A04,Z11,Z11015
A044064,A04,Z11,Z11015
A044065,A04,Z11,Z11015
A044066,A04,Z11,Z11015
A044067,A04,Z11,Z11015
A044068,A04,Z11,Z11015
A044069,A04,Z11,Z11015
A044070,A04,Z11,Z11015
A044071,A04,Z11,Z11015
A044072,A04,Z11,Z11015
A044073,A04,Z11,Z11015
A044074,A04,Z14,Z14005
A044075,A04,Z05,Z05022
A044076,A04,Z05,Z05022
A044077,A04,Z05,Z05022
A044078,A04,Z05,Z05022
A044079,A04,Z05,Z05022
A044080,A04,Z05,Z05006
A044081,A04,Z11,Z11022
A044082,A04,Z11,Z11022
A044083,A04,Z11,Z11022
A044084,A04,Z11,Z11022
A044085,A04,Z11,Z11022
A044086,A04,Z11,Z11022
A044087,A04,Z05,Z05006
A044088,A04,Z05,Z05006
A044089,A04,Z05,Z05006
A044090,A04,Z11,Z11009
A044091,A04,Z11,Z11009
A044092,A04,Z11,Z11021
A044093,A04,Z11,Z11005
A044094,A04,Z11,Z11005
A044095,A04,Z11,Z11008
A044096,A04,Z11,Z11008
A044097,A04,Z11,Z11008
A044098,A04,Z11,Z11008
A044099,A04,Z05,Z05020
A044100,A04,Z11,Z11012
A044101,A04,Z05,Z05015
A044102,A04,Z05,Z05015
A044103,A04,Z05,Z05015
A044104,A04,Z05,Z05015
A044105,A04,Z05,Z05015
A044106,A04,Z11,Z11012
A044107,A04,Z11,Z11012
A044108,A04,Z11,Z11012
A044109,A04,Z11,Z11012
A044110,A04,Z11,Z11012
A044111,A04,Z05,Z05001
A044112,A04,Z05,Z05001
A044113,A04,Z11,Z11012
A044114,A04,Z11,Z11012
A044115,A04,Z11,Z11012
A044116,A04,Z11,Z11012
A044117,A04,Z11,Z11012
A044118,A04,Z11,Z11012
A044119,A04,Z11,Z11012
A044120,A04,Z04,Z04007
A044121,A04,Z11,Z11003
A044122,A04,Z11,Z11003
A044123,A04,Z11,Z11003
A044124,A04,Z11,Z11003
A044125,A04,Z11,Z11003
A044126,A04,Z05,Z05018
A044127,A04,Z05,Z05018
A044128,A04,Z11,Z11020
A044129,A04,Z11,Z11020
A044130,A04,Z11,Z11020
A044131,A04,Z05,Z05008
A044132,A04,Z11,Z11020
A044133,A04,Z05,Z05008
A044134,A04,Z05,Z05008
A044135,A04,Z05,Z05008
A044136,A04,Z05,Z05008
A044137,A04,Z05,Z05008
A044138,A04,Z05,Z05008
A044139,A04,Z05,Z05008
A044140,A04,Z05,Z05008
A044141,A04,Z11,Z11020
A044142,A04,Z05,Z05008
A044143,A04,Z05,Z05008
A044144,A04,Z05,Z05008
A044145,A04,Z05,Z05008
A044146,A04,Z05,Z05008
A044147,A04,Z05,Z05008
A044148,A04,Z11,Z11020
A044149,A04,Z05,Z05008
A044150,A04,Z05,Z05008
A044151,A04,Z05,Z05008
A044152,A04,Z05,Z05008
A044153,A04,Z11,Z11001
A044154,A04,Z11,Z11001
A044155,A04,Z11,Z11001
A044156,A04,Z11,Z11001
A044157,A04,Z11,Z11001
A044158,A04,Z11,Z11001
A044159,A04,Z11,Z11001
A044160,A04,Z11,Z11001
A044161,A04,Z11,Z11001
A044162,A04,Z11,Z11001
A044163,A04,Z11,Z11001
A044164,A04,Z11,Z11001
A044165,A04,Z11,Z11001
A044166,A04,Z11,Z11001
A044167,A04,Z11,Z11001
A044168,A04,Z05,Z05009
A044169,A04,Z05,Z05009
A044170,A04,Z05,Z05009
A044171,A04,Z05,Z05009
A044172,A04,Z05,Z05009
A044173,A04,Z05,Z05009
A044174,A04,Z05,Z05009
A044175,A04,Z05,Z05009
A044176,A04,Z05,Z05009
A044177,A04,Z05,Z05021
A044178,A04,Z05,Z05021
A044179,A04,Z05,Z05021
A044180,A04,Z05,Z05021
A044181,A04,Z05,Z05021
A044182,A04,Z05,Z05021
A044183,A04,Z05,Z05016
A044184,A04,Z05,Z05016
A044185,A04,Z05,Z05019
A044186,A04,Z05,Z05011
A044187,A04,Z05,Z05011
A044188,A04,Z05,Z05011
A044189,A04,Z05,Z05011
A044190,A04,Z05,Z05011
A044191,A04,Z06,Z06002
A044192,A04,Z05,Z05011
A044193,A04,Z05,Z05011
A044194,A04,Z06,Z06002
A044195,A04,Z05,Z05011
A044196,A04,Z05,Z05011
A044197,A04,Z06,Z06002
A044198,A04,Z05,Z05011
A044199,A04,Z05,Z05011
A044200,A04,Z05,Z05011
A044201,A04,Z05,Z05011
A044202,A04,Z05,Z05011
A044203,A04,Z05,Z05011
A044204,A04,Z05,Z05011
A044205,A04,Z05,Z05011
A044206,A04,Z06,Z06002
A044207,A04,Z06,Z06002
A044208,A04,Z06,Z06002
A044209,A04,Z06,Z06002
A044210,A04,Z05,Z05005
A044211,A04,Z05,Z05005
A044212,A04,Z05,Z05005
A044213,A04,Z05,Z05005
A044214,A04,Z05,Z05005
A044215,A04,Z06,Z06003
A044216,A04,Z06,Z06003
A044217,A04,Z03,Z03001
A044218,A04,Z05,Z05004
A044219,A04,Z05,Z05004
A044220,A04,Z05,Z05004
A044221,A04,Z06,Z06009
A044222,A04,Z06,Z06009
A044223,A04,Z05,Z05004
A044224,A04,Z06,Z06009
A044225,A04,Z05,Z05004
A044226,A04,Z05,Z05004
A044227,A04,Z05,Z05004
A044228,A04,Z05,Z05004
A044229,A04,Z05,Z05004
A044230,A04,Z05,Z05004
A044231,A04,Z05,Z05004
A044232,A04,Z05,Z05004
A044233,A04,Z05,Z05004
A044234,A04,Z05,Z05004
A044235,A04,Z05,Z05004
A044236,A04,Z06,Z06009
A044237,A04,Z06,Z06009
A044238,A04,Z06,Z06009
A044239,A04,Z06,Z06009
A044240,A04,Z05,Z05010
A044241,A04,Z05,Z05010
A044242,A04,Z06,Z06012
A044243,A04,Z06,Z06012
A044244,A04,Z06,Z06012
A044245,A04,Z06,Z06012
A044246,A04,Z05,Z05002
A044247,A04,Z06,Z06012
A044248,A04,Z06,Z06012
A044249,A04,Z06,Z06012
A044250,A04,Z06,Z06012
A044251,A04,Z06,Z06012
A044252,A04,Z06,Z06012
A044253,A04,Z06,Z06012
A044254,A04,Z06,Z06013
A044255,A04,Z06,Z06013
A044256,A04,Z06,Z06013
A044257,A04,Z06,Z06013
A044258,A04,Z06,Z06013
A044259,A04,Z06,Z06013
A044260,A04,Z05,Z05013
A044261,A04,Z05,Z05013
A044262,A04,Z05,Z05013
A044263,A04,Z05,Z05013
A044264,A04,Z06,Z06012
A044265,A04,Z05,Z05013
A044266,A04,Z06,Z06012
A044267,A04,Z05,Z05013
A044268,A04,Z06,Z06012
A044269,A04,Z05,Z05013
A044270,A04,Z05,Z05013
A044271,A04,Z06,Z06013
A044272,A04,Z06,Z06013
A044273,A04,Z06,Z06013
A044274,A04,Z05,Z05013
A044275,A04,Z06,Z06013
A044276,A04,Z06,Z06013
A044277,A04,Z06,Z06008
A044278,A04,Z06,Z06008
A044279,A04,Z06,Z06008
A044280,A04,Z05,Z05013
A044281,A04,Z05,Z05013
A044282,A04,Z05,Z05013
A044283,A04,Z05,Z05013
A044284,A04,Z05,Z05013
A044285,A04,Z05,Z05013
A044286,A04,Z06,Z06005
A044287,A04,Z05,Z05013
A044288,A04,Z05,Z05013
A044289,A04,Z05,Z05013
A044290,A04,Z05,Z05013
A044291,A04,Z05,Z05013
A044292,A04,Z05,Z05013
A044293,A04,Z05,Z05013
A044294,A04,Z05,Z05013
A044295,A04,Z06,Z06011
A044296,A04,Z05,Z05013
A044297,A04,Z05,Z05013
A044298,A04,Z06,Z06004
A044299,A04,Z06,Z06004
A044300,A04,Z06,Z06004
A044301,A04,Z06,Z06004
A044302,A04,Z06,Z06013
A044303,A04,Z06,Z06013
A044304,A04,Z06,Z06013
A044305,A04,Z06,Z06013
A044306,A04,Z06,Z06013
A044307,A04,Z06,Z06013
A044308,A04,Z06,Z06013
A044309,A04,Z06,Z06013
A044310,A04,Z06,Z06013
A044311,A04,Z06,Z06013
A044312,A04,Z06,Z06013
A044313,A04,Z06,Z06007
A044314,A04,Z06,Z06013
A044315,A04,Z06,Z06013
A044316,A04,Z06,Z06013
A044317,A04,Z06,Z06013
A044318,A04,Z06,Z06013
A044319,A04,Z06,Z06013
A044320,A04,Z06,Z06013
A044321,A04,Z06,Z06013
A044322,A04,Z06,Z06013
A044323,A04,Z06,Z06013
A044324,A04,Z06,Z06013
A044325,A04,Z06,Z06013
A044326,A04,Z06,Z06013
A044327,A04,Z06,Z06013
A044328,A04,Z06,Z06013
A044329,A04,Z06,Z06013
A044330,A04,Z06,Z06013
A044331,A04,Z06,Z06013
A044332,A04,Z06,Z06013
A044333,A04,Z06,Z06013
A044334,A04,Z06,Z06013
A044335,A04,Z06,Z06013
A044336,A04,Z06,Z06013
A044337,A04,Z06,Z06012
A044338,A04,Z06,Z06012
A044339,A04,Z06,Z06012
A044340,A04,Z06,Z06012
A044341,A04,Z06,Z06012
A044342,A04,Z06,Z06012
A044343,A04,Z06,Z06012
A044344,A04,Z06,Z06012
A044345,A04,Z06,Z06012
A044346,A04,Z06,Z06012
A044347,A04,Z06,Z06012
A044348,A04,Z06,Z06012
A044349,A04,Z06,Z06014
A044350,A04,Z06,Z06014
A044351,A04,Z06,Z06014
A044352,A04,Z06,Z06014
A044353,A04,Z06,Z06012
A044354,A04,Z06,Z06012
A044355,A04,Z06,Z06012
A044356,A04,Z06,Z06012
A044357,A04,Z06,Z06012
A044358,A04,Z06,Z06012
A044359,A04,Z06,Z06012
A044360,A04,Z06,Z06012
A044361,A04,Z06,Z06012
A044362,A04,Z06,Z06012
A044363,A04,Z06,Z06012
A044364,A04,Z06,Z06012
A044365,A04,Z06,Z06012
A044366,A04,Z06,Z06012
A044367,A04,Z06,Z06006
A044368,A04,Z06,Z06006
A044369,A04,Z06,Z06001
A044370,A04,Z06,Z06001
A044371,A04,Z06,Z06001
A044372,A04,Z06,Z06001
A044373,A04,Z06,Z06001
A044374,A04,Z06,Z06008
A044375,A04,Z06,Z06008
A044376,A04,Z06,Z06008
A044377,A04,Z06,Z06008
A044378,A04,Z06,Z06008
A044379,A04,Z06,Z06008
A044380,A04,Z06,Z06008
A044381,A04,Z06,Z06008
A044382,A04,Z06,Z06010
A044383,A04,Z06,Z06015
A044384,A04,Z06,Z06005
A044385,A04,Z06,Z06005
A044386,A04,Z06,Z06009
A044387,A04,Z06,Z06009
A044388,A04,Z06,Z06009
A044389,A04,Z06,Z06009
A044390,A04,Z06,Z06009
A044391,A04,Z06,Z06009
A044392,A04,Z06,Z06009
A044393,A04,Z05,Z05014
A044394,A04,Z06,Z06009
A044395,A04,Z06,Z06009
A044396,A04,Z06,Z06009
A044397,A04,Z06,Z06009
A044398,A04,Z06,Z06009
A044399,A04,Z06,Z06009
A044400,A04,Z06,Z06009
A044401,A04,Z06,Z06009
A044402,A04,Z06,Z06009
A044403,A04,Z06,Z06009
A044404,A04,Z06,Z06009
A044405,A04,Z06,Z06009
A044406,A04,Z06,Z06009
A044407,A04,Z06,Z06002
A044408,A04,Z06,Z06002
A044409,A04,Z05,Z05007
A044410,A04,Z06,Z06002
A044411,A04,Z06,Z06002
A044412,A04,Z06,Z06002
A044413,A04,Z06,Z06002
A044414,A04,Z05,Z05007
A044415,A04,Z06,Z06002
A044416,A04,Z06,Z06002
A044417,A04,Z06,Z06002
A044418,A04,Z06,Z06002
A044419,A04,Z06,Z06002
A044420,A04,Z06,Z06002
A044421,A04,Z06,Z06002
A044422,A04,Z06,Z06002
A044423,A04,Z06,Z06002
A044424,A04,Z06,Z06002
A044425,A04,Z06,Z06002
A044426,A04,Z06,Z06002
A044427,A04,Z06,Z06002
A044428,A04,Z06,Z06002
A044429,A04,Z06,Z06003
A044430,A04,Z06,Z06003
A044431,A04,Z06,Z06003
A044432,A04,Z06,Z06003
A044433,A04,Z06,Z06003
A044434,A04,Z06,Z06003
A044435,A04,Z06,Z06003
A044436,A04,Z06,Z06003
A044437,A04,Z05,Z05004
A044438,A04,Z05,Z05004
A044439,A04,Z05,Z05011
A044440,A04,Z06,Z06006
A044441,A04,Z06,Z06006
A044442,A04,Z06,Z06006
A044443,A04,Z06,Z06006
A044444,A04,Z06,Z06006
A044445,A04,Z05,Z05011
A044446,A04,Z05,Z05011
A044447,A04,Z05,Z05011
A044448,A04,Z05,Z05011
A044449,A04,Z06,Z06014
A044450,A04,Z06,Z06014
A044451,A04,Z05,Z05006
A044452,A04,Z05,Z05006
A044453,A04,Z05,Z05006
A044454,A04,Z05,Z05015
A044455,A04,Z05,Z05015
A044456,A04,Z05,Z05015
A044457,A04,Z05,Z05015
A044458,A04,Z05,Z05009
A044459,A04,Z05,Z05009
A044460,A04,Z05,Z05009
A044461,A04,Z05,Z05009
A044462,A04,Z06,Z06001
A044463,A04,Z06,Z06001
A044464,A04,Z06,Z06001
A044465,A04,Z06,Z06001
A044466,A04,Z05,Z05008
A044467,A04,Z05,Z05008
A044468,A04,Z05,Z05012
A044469,A04,Z05,Z05019
A044470,A04,Z05,Z05021
A044471,A04,Z06,Z06004
A044472,A04,Z05,Z05021
A044473,A04,Z05,Z05021
A044474,A04,Z05,Z05001
A044475,A04,Z05,Z05001
A044476,A04,Z05,Z05010
A044477,A04,Z05,Z05010
A044478,A04,Z05,Z05002
A044479,A04,Z06,Z06007
A044480,A04,Z06,Z06007
A044481,A04,Z05,Z05013
A044482,A04,Z05,Z05013
A044483,A04,Z05,Z05013
A044484,A04,Z05,Z05013
A044485,A04,Z05,Z05013
A044486,A04,Z05,Z05013
A044487,A04,Z05,Z05013
A044488,A04,Z05,Z05013
A044489,A04,Z05,Z05013
A044490,A04,Z05,Z05013
A044491,A04,Z05,Z05013
A044492,A04,Z05,Z05013
A044493,A04,Z05,Z05013
A044494,A04,Z05,Z05013
A044495,A04,Z16,Z16015
A044496,A04,Z16,Z16015
A044497,A04,Z16,Z16015
A044498,A04,Z16,Z16015
A044499,A04,Z16,Z16015
A044500,A04,Z16,Z16015
A044501,A04,Z16,Z16015
A044502,A04,Z16,Z16015
A044503,A04,Z16,Z16015
A044504,A04,Z16,Z16015
A044505,A04,Z16,Z16015
A044506,A04,Z16,Z16015
A044507,A04,Z16,Z16015
A044508,A04,Z16,Z16015
A044509,A04,Z16,Z16015
A044510,A04,Z16,Z16005
A044511,A04,Z16,Z16005
A044512,A04,Z16,Z16005
A044513,A04,Z16,Z16005
A044514,A04,Z16,Z16005
A044515,A04,Z16,Z16011
A044516,A04,Z16,Z16011
A044517,A04,Z16,Z16011
A044518,A04,Z16,Z16011
A044519,A04,Z16,Z16011
A044520,A04,Z16,Z16011
A044521,A04,Z16,Z16011
A044522,A04,Z16,Z16011
A044523,A04,Z16,Z16011
A044524,A04,Z16,Z16010
A044525,A04,Z16,Z16010
A044526,A04,Z16,Z16010
A044527,A04,Z16,Z16010
A044528,A04,Z16,Z16010
A044529,A04,Z16,Z16010
A044530,A04,Z16,Z16010
A044531,A04,Z16,Z16010
A044532,A04,Z16,Z16010
A044533,A04,Z16,Z16010
A044534,A04,Z16,Z16010
A044535,A04,Z16,Z16010
A044536,A04,Z16,Z16010
A044537,A04,Z16,Z16010
A044538,A04,Z16,Z16010
A044539,A04,Z16,Z16010
A044540,A04,Z16,Z16014
A044541,A04,Z16,Z16014
A044542,A04,Z16,Z16014
A044543,A04,Z16,Z16014
A044544,A04,Z16,Z16014
A044545,A04,Z16,Z16014
A044546,A04,Z16,Z16014
A044547,A04,Z16,Z16014
A044548,A04,Z16,Z16006
A044549,A04,Z16,Z16006
A044550,A04,Z16,Z16006
A044551,A04,Z16,Z16006
A044552,A04,Z16,Z16006
A044553,A04,Z16,Z16006
A044554,A04,Z16,Z16006
A044555,A04,Z16,Z16006
A044556,A04,Z16,Z16006
A044557,A04,Z16,Z16006
A044558,A04,Z16,Z16006
A044559,A04,Z16,Z16006
A044560,A04,Z16,Z16006
A044561,A04,Z16,Z16006
A044562,A04,Z16,Z16006
A044563,A04,Z16,Z16006
A044564,A04,Z16,Z16006
A044565,A04,Z16,Z16006
A044566,A04,Z16,Z16006
A044567,A04,Z16,Z16006
A044568,A04,Z16,Z16004
A044569,A04,Z16,Z16004
A044570,A04,Z16,Z16004
A044571,A04,Z16,Z16004
A044572,A04,Z16,Z16004
A044573,A04,Z16,Z16004
A044574,A04,Z16,Z16004
A044575,A04,Z16,Z16004
A044576,A04,Z16,Z16004
A044577,A04,Z16,Z16004
A044578,A04,Z16,Z16004
A044579,A04,Z16,Z16004
A044580,A04,Z16,Z16004
A044581,A04,Z16,Z16004
A044582,A04,Z16,Z16004
A044583,A04,Z16,Z16004
A044584,A04,Z16,Z16004
A044585,A04,Z16,Z16004
A044586,A04,Z16,Z16002
A044587,A04,Z16,Z16002
A044588,A04,Z16,Z16002
A044589,A04,Z16,Z16002
A044590,A04,Z16,Z16002
A044591,A04,Z16,Z16002
A044592,A04,Z16,Z16002
A044593,A04,Z16,Z16002
A044594,A04,Z16,Z16002
A044595,A04,Z16,Z16002
A044596,A04,Z16,Z16002
A044597,A04,Z16,Z16002
A044598,A04,Z16,Z16002
A044599,A04,Z16,Z16002
A044600,A04,Z16,Z16002
A044601,A04,Z16,Z16002
A044602,A04,Z16,Z16002
A044603,A04,Z16,Z16002
A044604,A04,Z13,Z13004
A044605,A04,Z13,Z13004
A044606,A04,Z13,Z13004
A044607,A04,Z13,Z13004
A044608,A04,Z13,Z13004
A044609,A04,Z16,Z16013
A044610,A04,Z13,Z13004
A044611,A04,Z16,Z16013
A044612,A04,Z13,Z13004
A044613,A04,Z13,Z13004
A044614,A04,Z13,Z13004
A044615,A04,Z13,Z13004
A044616,A04,Z16,Z16013
A044617,A04,Z16,Z16013
A044618,A04,Z16,Z16013
A044619,A04,Z16,Z16013
A044620,A04,Z16,Z16013
A044621,A04,Z16,Z16013
A044622,A04,Z16,Z16013
A044623,A04,Z16,Z16013
A044624,A04,Z16,Z16013
A044625,A04,Z16,Z16013
A044626,A04,Z16,Z16013
A044627,A04,Z16,Z16013
A044628,A04,Z16,Z16013
A044629,A04,Z16,Z16013
